body,title 
"

 

¿Un nuevo cierre?

Cuando las esperanzas de millones de ciudadanos están puestas en la reapertura de la economía en Estados Unidos, afectada por la pandemia del coronavirus, en muchas partes del país lo que se está planteando es un nuevo cierre.

Casi cinco meses después de que el gobierno del presidente Donald Trump empezara a tomar medidas contra la pandemia, Estados Unidos está viviendo un repunte del número de casos de coronavirus.
 El país registró este viernes un récord diario de contagios con 45.330.

Desde abril no se veían números similares de nuevas infecciones en el país.

""Esto es algo por lo que realmente estoy preocupado"", había advertido ya el martes sobre esta tendencia el doctor Anthony Fauci, jefe de Epidemiología del Instituto Nacional de Salud de EE.UU., en una comparecencia ante el Congreso.

""Bajamos de 30.000 (nuevos casos al día) a 25.000 a 20.000 y, entonces, nos quedamos allí, pero ahora estamos subiendo. Eso es muy preocupante para mí"", agregó.

Getty Images
 
El doctor Anthony Faucci considera ""preocupante"" el aumento de contagios confirmados.

La situación está generando gran presión en varios estados, al punto de llevarlos a suspender los planes de reactivación de la economía.

La pandemia ha evolucionado y los focos de preocupación se han trasladado a otros estados después de que Washington, California y Nueva York centraran la atención en abril y mayo.

Luego de que Texas registró este jueves un récord de 5.996 casos nuevos, el gobernador Greg Abbott anunció que se mantendrían en pausa los planes para pasar a las etapas siguientes de la reapertura de actividades.

Este viernes, Abbot fue un paso más allá y ordenó el cierre de todos los bares.

En Arizona, otro de los estados más golpeados ahora, el gobernador Doug Ducey, tras haberle dado ""luz verde"" a los negocios, señaló el jueves que ahora la luz es ""amarilla"", y agregó que los ciudadanos se encuentran ""más seguros en casa"".

Mientras hay 30 estados que están registrando un claro aumento de casos, hay una decena de estados en los que la situación no parece haber variado mucho en las últimas dos semanas y otra decena en la que el número de casos sigue descendiendo.

BBC

BBC Mundo te explica tres claves sobre el estado actual de la epidemia de coronavirus en Estados Unidos.

1. ¿Más casos porque hay más exámenes de diagnóstico?

Aunque el aumento del número de casos confirmados es un hecho claro, lo que no siempre está claro es qué significa.

El presidente Trump, por ejemplo, ha sugerido que el incremento de casos obedece a que ha crecido sustancialmente la cantidad de exámenes de diagnóstico de la enfermedad.

En general, los especialistas suelen coincidir en que es normal que un aumento de estas pruebas muestre un mayor número de casos, pero señalan que también hay otros factores.

Getty Images
 
Los jóvenes representan un alto porcentaje de los contagiados.

""Es muy difícil entender lo que significa el número de casos porque depende tanto de la actividad epidémica como del número de exámenes que se están haciendo"", dice John Ioannidis, profesor de Medicina y Epidemiología de la Universidad de Stanford.

El experto explica que, aunque Estados Unidos estuvo muy retrasado inicialmente en la realización de pruebas diagnóstico, ahora está haciendo muchas más por lo que detectará más casos que antes.

""Otra métrica a la que uno podría referirse es a la proporción de exámenes que se están haciendo que dan positivo, lo que en este momento no es tan malo como el número total de casos, incluso en los estados que han visto cierto agravamiento"", señala a BBC Mundo.

La OMS recomienda que los países pasen 14 días con una tasa de casos positivos de 5% o menos antes de comenzar a levantar las medidas de confinamiento; en EE.UU. el promedio nacional se encuentra en 6% pero hay 21 estados con un registro superior, comenzando por Arizona, que tiene una tasa por encima del 23%.

BBC

""Mucha gente está cansada de estar en sus casas, pero el virus no se ha cansado de infectarnos. Estamos viendo áreas del país que reabrieron antes de estar listas y eso es como atravesarse en la trayectoria de un puñetazo: vas a resultar golpeado"", dice a BBC Mundo Tom Frieden, quien fue director de los Centros para el Control de Enfermedades de Estados Unidos (CDC, por sus siglas en inglés).

""Lo que estamos viendo, lamentablemente, era muy predecible"", agrega Frieden, quien en la actualidad es director ejecutivo de Resolve to Save Lives, una iniciativa de Vital Strategies, una ONG dedicada a temas de salud pública.

Steven Woolf, director emérito del Centro sobre Sociedad y Salud de la Virginia Commonwealth University, considera que aunque hay algo de cierto en que si haces más test vas a encontrar más casos, no se puede menospreciar lo que ocurre.

""Es un argumento loco. Es equivalente a decir que si dejamos de hacer mamografías, vamos a tener menos casos de cáncer de mama. Muchos de estos casos son gente que está enferma y que terminará en los hospitales. Entonces, verás morir a gente real"", dice Woolf a BBC Mundo.

2. Menos muertes, ¿por ahora?

Otra característica de la fase actual del coronavirus por la que está pasando Estados Unidos es un descenso notable de la cifra de muertes.

Con más de 120.000 muertos hasta este 26 de junio, Estados Unidos es, con diferencia, el país del mundo más golpeado por la pandemia.

Getty Images
 
Kayleigh McEnany, la portavoz de la Casa Blanca, destacó el descenso de las muertes.

""Vamos en la dirección correcta"", dijo el martes la portavoz de la Casa Blanca, Kayleigh McEnany, al referirse a esta tendencia y destacar que, por primera vez en mucho tiempo, habían ocurrido menos de 300 fallecimientos en un día por covid-19.

La cifra refleja una caída notable desde el máximo de 6.409 muertes registrado el 16 de abril, según datos de la Organización Mundial de la Salud.

Ioannidis señala que parece haber una especie de disociación entre el número de muertes y el número de casos confirmados.

""El número de muertes parece estar descendiendo de forma estable"", señala.

Otros expertos, como Woolf, no son optimistas.

""Hay que tomar en cuenta que el número de personas que dan positivo en los exámenes de diagnóstico es un indicador de lo que vendrá"", señala.

""Entre 7 y 10 días de un repunte en la cifra de casos verás un incremento en las hospitalizaciones porque se requiere cierto tiempo tras el contagio para que la gente se enferme. Y, luego, hace falta más tiempo para que tengan problemas respiratorios y requieran ser internados en la unidad de cuidados intensivos y, finalmente, fallezcan"", explica.

""Puedes ver este fenómeno en lugares donde está ocurriendo el repunte, como Arizona, cuyos hospitales ya empiezan a sentir la presión que sufrieron los centros médicos en Nueva York y Nueva Jersey en marzo y abril"", añade.

Para este miércoles, ya estaban ocupadas 88% de las camas disponibles en las unidades de cuidados intensivos en Arizona. A mediados de mayo, esa cifra era de 68%.

Tom Frieden coincide en que hay una brecha temporal de varias semanas entre los contagios y las muertes, por lo que los efectos de las nuevas infecciones no pueden verse aún.

Sin embargo, destaca que parte de la cifra de muertes obedece a mejoras en la atención sanitaria.

Getty Images
 
El repunte de los contagios llevó a que se ordenara el cierre de los bares en Texas.

""Ha habido algunas mejoras en los cuidados de salud que incluyen una mayor capacidad para atender a los pacientes sin que los centros médicos se vean rebasados"", apunta Frieden, quien también es analista en Salud Pública del Council on Foreign Relations.

3. Más jóvenes que mayores

Otra particularidad de la situación actual de la pandemia en Estados Unidos que, además, puede ayudar a explicar el aparente desacople entre el aumento de los casos y el descenso de las muertes es el hecho de que una proporción importante de los nuevos casos son gente joven.

Este jueves, el director de los CDC, Robert Redfield, señaló que los jóvenes han ayudado a impulsar el aumento de casos confirmados al decir que en meses pasados muchos de esos casos no habrían sido diagnosticados.

En Florida, uno de los estados más afectados ahora, la edad media de los contagiados cayó de marzo a junio de 65 a 35 años de edad, mientras que en Arizona casi la mitad de todos los casos corresponden a personas entre 20 y 44 años.

""Hay un cambio en los grupos etarios, quizá debido a que la gente mayor ha aprendido a protegerse mejor y la tasa de mortalidad está muy relacionada con la edad"", dice Frieden a BBC Mundo.

John Ioannidis considera fundamental que se siga protegiendo a las personas mayores.

""Los ancianatos vivieron desastres y probablemente casi el 50% de las muertes ocurrió allí. Si logramos proteger este tipo de centros de alto riesgo, probablemente logremos evitar bastante el impacto del coronavirus, incluso si sigue habiendo muchos casos"", concluye.

 
","Coronavirus en Estados Unidos: 3 claves del ""preocupante repunte de contagios"""
"
El subsecretario de Hacienda y Crédito Público (SHCP), Gabriel Yorio González, afirmó que la recuperación de las actividades económicas ya está iniciando porque algunos sectores ya tocaron fondo en mayo, como lo muestran datos de alta frecuencia.
 
En conferencia de prensa para anunciar la extensión de facilidades regulatorias en el sector financiero y vivienda, confirmó que se espera que la reactivación se dará en forma de “palomita”.
 
No obstante, advirtió que de darse un rebrote del virus SARS-Cov-2 podría retrasar la apertura de algunos sectores.
 
“Seguimos viendo una forma de una palomita, sin embargo, si existen rebrotes, nos llevará a hacer un manejo de las actividades económicas que va a relentizar la apertura de algunos sectores y actividades productivas”, sentenció.
Lea también: Recuperaremos lo perdido en algunos meses: Hacienda
 
Comentó que en algunas economías se han dado casos de rebrotes como en algunos estados de la Unión Americana, con presencia en el sector industrial y maquilador, y en ciertas partes de la zona asiática.
 
Explicó que esto refleja que continúa la incertidumbre que ha generado la pandemia Covid-19 y la forma en que los países están abordando los retos asociados.
 
Sin embargo, afirmó que pese a a ello, en México la recuperación ya se está dando y sobre el tiempo que tomará, estimó que dependerá de la forma y rapidez en que se reabra la economía.
 
Refirió que hace un par de semanas, el gobierno federal y los estados establecieron un sistema de semáforos, que van a ir cambiando de color conforme los casos de Covid van evolucionando.
 
Lo anterior, agregó, permitirá darnos una idea de cuáles entidades federativas y qué sectores comenzarán el desconfinamiento, y a la vez esto va a empezar a modelar la recuperación.
Lea también: Ya pasó lo peor y ya se tocó fondo en la economía de México: AMLO

ALTA FRECUENCIA
Yorio aseguró que la recuperación que están viendo, se sustenta en datos de alta frecuencia a los que le han dado seguimiento en las últimas semanas en materia de empleo y consumo.
 
“Hemos observado que el fondo se tocó aproximadamente a fínales de mayo en algunos de los sectores”, precisó.
 
Recordó que algunos sectores empezaron a reabrir y con ello se dio la recuperación del empleo como en la industria de la construcción, la automotriz y minería.
 
También indicó que algunos estados que fueron golpeados por la pandemia ligados a actividades turísticas ya “tocaron un fondo” y empieza a darse una recuperación del empleo.
cev/nv
","Recuperación económica ya inició, solo un rebrote atrasaría la reapertura: SHCP"
"
A través de un comunicado, los organizadores del Pa'l Norte confirmaron que la edición 2020 del festival regio queda cancelado definitivamente luego de que no encontraran la forma de llevarlo a cabo.
""A pesar de buscar incansablemente distintas maneras de continuar con la edición 2020 de Tecate Pa'l Norte, siempre estará por encima de todo tu salud y seguridad., así como la de los artistas, staff y patrocinadores"".
El anuncio también confirma que las entradas adquiridas podrán ser usadas para el siguiente año, además de que darán la información necesaria para los reembolsos de que sean requeridos.
""Todos los boletos adquiridos serán válidos para Tecate Pa'l Norte 2021 y en las próximas semanas daremos más información sobre esta nueva edición, así como las opciones para quienes no puedan conservar su boleto"".
La reacción de los internautas fue de agradecimiento por poner la salud como lo más importante.
Fue el pasado 25 de junio cuando Manuel de la O Cavazos, secretario de Salud de Nuevo León, dio a conocer que el concierto sería pospuesto una vez más debido al aumento de contagios por Covid-19 en Monterrey.
Pa'l Norte 2020 iba a ser la novena edición del festival, el cual contaba con The Strokes y Tame Impala como los actos principales.
 



 


 

 



 




View this post on Instagram


 



 

 

 



 

 



 

 

 




 

 


A post shared by Tecate Pal Norte (@tecatepalnorte) on Jun 29, 2020 at 3:00pm PDT



rad 
 
",Pa'l Norte 2020 queda cancelado definitivamente
" 10 % PULSO SOCIAL3 Durante mucho tiempo, la palabra homosexual ha sido relacionada con un pecado, un delito e, incluso, con una enfermedad mental, pero eso comenzó a cambiar el 15 de diciembre de 1973, cuando en un hecho histórico, la Sociedad Americana de Psiquiatría (APA) la eliminó del Manual de Diagnóstico Estadístico de los Trastornos Mentales.
En el primer documento de este tipo, publicado por la APA en 1952, esta preferencia sexual era catalogada como una “alteración sociópata de la personalidad”. En el segundo manual (1968), fue cambiada de categoría y se colocó en “otras alteraciones mentales no psicóticas”, junto con la pedofilia, el travestismo, el exhibicionismo, voyeurismo, el sadismo y el masoquismo.
Muchos científicos norteamericanos no estaban de acuerdo y señalaron que la clasificación de la homosexualidad no era médica ni semántica, sino moral, por lo que decidieron acudir a las reuniones de la APA a defender sus ideas.
Luego de intensos debates, hace 46 años, el Comité Directivo de la Sociedad Americana de Psiquiatría aprobó, con 13 votos a favor y dos abstenciones, la eliminación de la homosexualidad del Manual de Diagnóstico y sustituirla por “alteración de la orientación sexual”.
Sin duda fue un gran logro, pero antes de que se hiciera realidad, las personas gay eran perseguidas y sometidas a tratamientos brutales, con el único objetivo de lograr su “reconversión”, los cuales, evidentemente, no daban resultados.
Los 5 estados más incluyentes con la comunidad gay en México
La mayoría de estos métodos fueron aplicados durante la Alemania nazi en los campos de concentración, donde se identificaba a las personas homosexuales con un triángulo rosa sobre su uniforme a rayas.
En ese tiempo se creía que era una enfermedad a la que había que encontrarle cura, por los que aquí en De10.mxte decimos cuáles eran los métodos salvajes a los que eran sometidas las personas homosexuales. ¡No lo creerás!
Con información de Historia y El País
VIDEO:

",
"
La cantante Jennifer Lopez hizo alarde de su figura torneada al modelar un conjunto deportivo de Niyama Sol, compuesto por leggings azules con estampado de globos aerostáticos y un top rosa. 

Al posar para una selfie, deslumbró con un maquillaje de apariencia natural y aretes de plata. Peinó su cabellera en una coleta alta. Sumó más de 3.7 millones de reacciones en Instagram. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Jennifer Lopez (@jlo) el 26 de Jun de 2020 a las 7:10 PDT




Jennifer Lopez es conocida por su pasión por el ejercicio. Aunque ha confesado que no hay mejor rutina que el baile, constantemente es captada por paparazzis en gimnasios de Florida y California. 

Recomendamos: Demi Rose impacta en Instagram con bikini tejido

Kevin Fernández, chef personal de la cantante, dijo al medio US Weekly que ella tiene una dieta especial libre de carbohidratos y azúcares. Lo que también contribuye a un buen estado de salud físico.

Consume alimentos saludables, siempre que el platillo no incluya salmón o fruta con alta dosis de azúcar.


“Sé que a Jennifer no le encanta el salmón, así que si estoy cocinando salmón para la familia, siempre tengo que hacer una lubina o bacalao para Jennifer porque simplemente no es fanática de la textura y el sabor”, señaló.  





 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Jennifer Lopez (@jlo) el 15 de May de 2020 a las 4:43 PDT




Aunque la Diva del Bronx no consume frutas ni carbohidratos procesados, sí tiene la despensa llena de todo tipo de alimentos para su familia. 

Antes confesó que que la base de todo son buenos hábitos. Procura beber agua abundantemente antes de un entrenamiento para sacar más provecho de la rutina.


“Trato de mantener mi cuerpo hidratado y bien descansado después de cada entrenamiento. Así estoy lista para hacerlo de nuevo al día siguiente”, dijo a la revista Harpers Bazaar.


En entrevista con Hollywood Life, dijo que en su régimen no hay lugar para la cafeína ni el alcohol.

Jennifer Lopez es imagen de la marca de ropa deportiva Niyama Sol, pero también tiene un contrato con Guess. Hace unos días rompió Instagram al lucirse ataviada con un traje de baño blanco. 

Dio la bienvenida al verano al posar a bordo de un yate y frente a la playa. Alborotó su cabellera y miró fijamente a la cámara para sumar más de un millón 700 mil reacciones. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Jennifer Lopez (@jlo) el 22 de Jun de 2020 a las 10:48 PDT




Lee: Emily Ratajkowski arrasa con braless en Nueva York
",
"





María José se estrena como coach de La Voz México 2020 en Televisión Azteca.
Es su primera vez en este reality show, aunque ya estuvo en otros como Pequeños Gigantes, Bailando por un Sueño, ambos en Televisa.
Y en México tiene talento en Azteca, por lo cual es una de las pocas famosas que pueden darse el lujo de trabajar en ambas televisoras.
En el último año estuvo en Televisa con Esta historia me suena.
Edad y estatura de María José
La Josa, como le dicen de cariño a la cantante, es considerada de las mejores voces de México.
María José mide 1.69 m. de estatura, de acuerdo con varias fuentes.
Nació el 12 de enero de 1976, tiene 44 años de edad. 
Muchos la ubican desde que formaba parte de Kabah, donde era sin duda, la mejor voz.
Su carrera como solista no tuvo un éxito inmediato.
Perfil de María José
María José Loyola es de la Ciudad de México y su género de música es pop. 
Es cantante y actriz. Sus influencias son: Heart, Pat Benatar, Bonnie Tyler, Celine Dion, Mariah Carey, Whitney Houston, Mecano, Eugenia Leon, Rocio Durcal y Cecilia Toussaint.
De 1993 a 2005 formó uno de los grupos del pop más emblemáticos de los 90, Kabah, con más de 15 éxitos en la radio como “Al Pasar”, “La Calle de las Sirenas”, “Vive”, “Mai Mai”, “La Vida que Va”, entre otros. A finales del 2005 la agrupación decidió separarse.
En 2007 lanzó su primer disco como solista titulado “María José”. Colocó tres singles en el Top 10 de la radio nacional: “Quién Eres Tú” a dueto con Trey Songz, “Donde Está” y “Me Equivoqué”. Realizó el Opening Act del concierto de Gwen Stefani en el Palacio de los Deportes.
En 2009 en sociedad con Seitrack, produjo y sacó a la venta su segundo disco como solista titulado “Amante de lo Ajeno” producido por Loris Ceroni y recibió Disco de Oro por el mismo.
En 2010 recibió Disco de Platino + Oro por “Amante de lo Ajeno” tras colocar tres sencillos en el No. 1 de la radio nacional “No Soy una Señora”, “Mi Amor Amor” y “Adelante Corazón”.
En 2011 recibió Disco de Oro por “Amante de lo Bueno” tras colocar dos singles en el No.1 de la radio nacional “La Ocasión para Amarnos” y “Un Nuevo Amor”. 
En 2013 recibió Disco de Oro por “De Noche”. Protagonizó el Reality “María José, Secretos de una Diva Mexicana” transmitido por Cosmopolitan TV.
Se integró al reencuentro de Kabah en 2015, para realizar la gira “Kabah&OV7 En Vivo” en diferentes ciudades mexicanas, como Acapulco, Guadalajara, Monterrey, Chihuahua y el Auditorio Nacional.
Recibió Disco de Oro y Platino por la producción “Kabah&OV7 En Vivo”.
En 2019 lanza nuevos sencillos. María José celebra 26 años de trayectoria artística con su nuevo álbum “Conexión”, del cual se desprende su sencillo “Hábito de ti” e incluye la participación de otros artistas. 
Más de María José y La Voz México
María José contra Belinda en La Voz Azteca 2020
La Voz México 2020 inicia el 2 de junio, lo que debes saber
Ganadora de La Voz Azteca 2019

","María José, edad, estatura y más de la coach de La Voz México"
,
,
"
Ayer en su reunión presencial la Comisión Permanente del Congreso, nos hacen ver que estuvieron a prueba dos visiones de ver la pandemia: la de la jefa de Gobierno de la CDMX, Claudia Sheinbaum, que promueve el uso del cubrebocas y la del subsecretario Hugo López-Gatell que no lo considera útil.
Al parecer fue abrumadoramente mayor la cantidad de legisladores que creen y acatan las reglas sanitarias dictadas por el gobierno de la ciudad, que al discurso del doctor López-Gatell, que sugiere que los cubrebocas no sirven y que ni para qué usarlos.
Anoche sólo uno aplicó el “protocolo Gatell” y no quiso cubrirse para nada, y fue el diputado del PT, Gerardo Fernández Noroña.
“Piensa que su saliva debe ser estéril e inunda aquí al no usar cubrebocas, por indecente” dijo el médico y diputado Éctor Ramírez Barba (PAN), quien anoche le toco seguirle en el uso de la tribuna y prefirió desinfectar el espacio.
Todos los demás utilizaron cubrebocas o caretas protectoras, aunque algunos de ellos se los retiraban de forma intermitente.
Por lo pronto, ayer por mayoría los legisladores de todos los partidos aprobaron el método de la doctora Sheinbaum sobre el del doctor López-Gatell.
grg 
 
",Gana visión de Sheinbaum a la de López-Gatell en el Senado
,
"
Al revisar los requisitos para tramitar el pasaporte mexicano, es muy probable que te pidan una copia certificada de tu acta de nacimiento como uno de los métodos para acreditar tu nacionalidad (no en todos los casos, pero revisa bien si tú la necesitas). Aquí te decimos cómo obtenerla. 
De entrada, debes saber que no aceptan tu acta de nacimiento original (es decir, la hoja viejita que conservas y que se ha puesto amarillenta o llena de dobleces). La copia certificada es un documento que puedes expedir en cualquier momento.
Antes tenías que acudir a una oficina del Registro Civil para sacar la copia, ahora puedes conseguirla por internet en cualquier día y hora. 
Este es el sitio web al que debes dirigirte: https://www.gob.mx/ActaNacimiento/ . Es importante que verifiques la página si entras desde un buscador, pues se han detectado sitios fraudulentos que cobran más por el trámite. 
El trámite es muy sencillo. Solo debes proporcionar tu CURP o datos personales y, una vez en el sistema, verificar que tu información sea correcta: nombre, fecha de nacimiento, entidad de registro, sexo y datos de filiación (madre, padre o persona que te registró). La copia certificada del acta de nacimiento se genera automáticamente. 
El costo por el trámite depende de la entidad en la que vives. Para la Ciudad de México, la tarifa es de 74.54 pesos. Puedes pagarlo en línea o acudir al banco. 
Después de imprimir el acta, tienes 24 horas para volver a descargarla sin hacer el pago de nuevo. 
El trámite completo no te lleva más de 15 minutos. 
Si ingresas tu CURP o datos y el sistema no los reconoce, significa que probablemente tu acta de nacimiento no está digitalizada. En este link están los pasos que deberías seguir en ese caso.
Para los siguientes pasos en el trámite de tu pasaporte mexicano, te dejamos aquí los costos para 2020 y los pasos para pagarlo. 

Síguenos en Instagram

Síguenos en Facebook 
SMGH
",Pasaporte mexicano: cómo sacar la copia certificada del acta de nacimiento
"

Guanajato.— María Eva “N”, mamá de José Antonio Yépez Ortiz, El Marro, líder del Cártel de Santa Rosa de Lima (CSRL), quedó ayer en libertad por falta de pruebas. La jueza Paulina Iraís Medina Manzano decretó la no vinculación a proceso de la señora, una de sus hijas, una sobrina y dos hombres detenidos el pasado 20 de junio en San Isidro Elguera, Celaya, acusados de narcomenudeo. 

Con su liberación no quedan personas detenidas en el operativo realizado la semana pasada contra presuntos miembros de dicho cártel.

La audiencia inició el sábado por la mañana y se prolongó hasta las 16:00 horas del domingo porque no se presentó la perito de la Fiscalía General del Estado de Guanajuato (FGE), quien debía presentar las pruebas de cargo.

En la audiencia de vinculación la defensa de los acusados demostró que a sus clientes, entre ellos María Eva “N”, les sembraron 2 millones de pesos con los que, según la FGE, se detuvo a la mamá de El Marro.

Comprobó que el dinero había sido sustraído por la Agencia de Investigación Criminal (AIC) de más de 30 domicilios de San Isidro Elguera, ajenos al grupo delictivo.
 También lee: Hermano de “El Marro” se va a Estados Unidos tras detenciones

Además, una familia y los acusados fueron retenidos ilegalmente por más de cuatro horas, cuando todavía no era liberada la orden de cateo.

Las pruebas de cargo de la defensa expusieron ante la jueza que María Eva “N” no fue detenida en la casa donde la autoridad estatal señaló, sino en la de una de sus hijas.

La madre de El Marro fue capturada a una cuadra de donde se realizó el operativo, y a donde fue trasladada por la FGE para justificar el cateo y la detención.

La defensa narró que la fiscalía estatal informó que su operativo derivó de una orden de cateo que le había sido liberada a las 17:00 horas del sábado. Sin embrago, un documento al que tuvo acceso EL UNIVERSAL revela que la orden otorgada por el Poder Judicial fue liberada minutos antes de las 21:00 horas.

El número oficial del predio a catear tampoco coincidía con el de la propiedad en la que se llevó a cabo la acción ministerial.

En el domicilio donde se realizó el cateo una familia completa fue retenida desde las 15:00 horas y presuntamente torturada sicológicamente, expuso la defensa ante la jueza en la audiencia.
 También lee: No aparece perito que iba a presentar pruebas en juicio de mamá de “El Marro”

En un audio exhibido durante la audiencia se escucha a supuestos elementos de fuerzas federales presionando a una señora, presuntamente Rosalba “N”, quien pide ayuda a uno de sus hijos para que cesaran los bloqueos que en en ese momento se registraban en varios puntos de Celaya.

“Hijo, por favor, diles que se calmen. No queremos más bloqueos carreteros. Díganle a las señoras que ya no anden haciendo huelga. Aquí estamos con los oficiales. Nos van a golpear si ellas siguen haciendo las quemazones”, dice la mujer.

Luego se escucha a un agente que amenaza con matar a los vigías del CSRL y utiliza eso para atemorizar más a Rosalba “N” y a quienes estaban dentro de esa vivienda.

“Lo único que van a ganar es que en la noche venga por ellos, porque ya sé quienes son (...) y hazles saber que no los voy a agarrar vivos”, amenaza el agente. Por la presunta tortura se abrió una investigación.

Esas fueron algunas de las evidencias que valoró la jueza para determinar la no vinculación a proceso de la madre de El Marro y al resto de los implicados, quienes dejaron el penal de Puentecillas la tarde de ayer.

A una semana del operativo, los 31 detenidos han sido liberados. Hasta anoche, la fiscalía no había fijado una postura sobre este caso.

Familia huye a EU

La defensa de María Eva “N” dio a conocer que un hermano de El Marro y su familia huyeron de México y se fueron a Estados Unidos, tras la detención de algunos familiares del criminal.
",Mamá de “El Marro” sale de penal; Fiscalía no pudo sustentar acusaciones
"
El pleno del Senado de la República avaló en lo general la expedición de la Ley de Infraestructura de la Calidad, que abroga la Ley Federal sobre Metrología y Normalización, para actualizar el marco jurídico mexicano para la entrada en vigor del T-MEC.
La nueva ley busca contribuir a los objetivos de política del gobierno en áreas como el desarrollo industrial, la competitividad en las cadenas globales de valor y en los mercados internacionales, el uso sustentable de los recursos naturales.
También pretende cuidar de la seguridad alimentaria, la salud, el medio ambiente y el cambio climático, así que el Sistema de Infraestructura de la Calidad cubra aspectos esenciales como el fortalecimiento institucional.
También lee: Senado aprueba ley sobre Propiedad Industrial; la primera del paquete T-MEC  
La legislación propone y regula los documentos conocidos como Estándares, que sustituirán a las Normas Mexicanas, con lo cual, los Organismos Nacionales de Normalización se convierten en Organismos Nacionales de Estandarización.
Igualmente, propone que cámaras industriales, empresas, instituciones académicas y de investigación, colegios y asociaciones, puedan elaborar, implementar, evaluar y difundir estándares de consenso, bajo el principio de participación voluntaria.
rmlgv/nv
",Avalan en lo general la expedición de la Ley de Infraestructura de la Calidad
"
La modelo Emily Ratajkowski presumió su nuevo look durante su regreso a la ciudad de Nueva York, luego de pasar gran parte de la pandemia de coronavirus en California. 

La actriz, de 29 años de edad, optó por un atuendo fresco para un día soleado en la Gran Manzana. Utilizó unos jeans holgados, con corte a la cintura, y una blusa de tirantes delgados, de color gris, con la que se unió a la tendencia braless y dejó ver un poco de su abdomen tonificado. 

Ratajkowski también portó unos tenis oscuros con agujetas blancas, lentes oscuros y unas arracadas de oro escondidas debajo de la cabellera rubia que sorprendió a sus fanáticos. 



Foto: Grosby Group 

La celebridad disfrutó de un paseo por las calles de Nueva York con su esposo Sebastian Bear-McClard y su perro Colombo. 

Emily Ratajkowski y su esposo pasaron el inicio de la pandemia de Covid-19 en la ciudad de Nueva York, pero cuando se convirtió en el foco rojo de la emergencia sanitaria, viajaron a California para aislarse en la residencia que tienen en Los Ángeles. 


Visita: Kylie Jenner remarca su figura con pantalones de cuero y corsé


En cuanto los casos en California aumentaron con cifras récord y Nueva York comenzó con su reapertura, la pareja regresó a su casa. 

Durante sus primeros días en la ciudad, Emra ha causado sensación al presumir los últimos diseños de su marca de ropa Inamorata en cada caminata que realiza. Este fin de semana utilizó un traje, de tonos tierra y tela traslúcida, con el que mostró su ropa interior. 

 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Emily Ratajkowski (@emrata) el 27 de Jun de 2020 a las 8:11 PDT





La modelo estrenó su nuevo look rubio tras una colaboración con Karastase, una subsidiaria de L’Oreal de la que es imagen desde el año pasado. 

Durante la cuarentena, la actriz de Gone Girl dedicó gran parte del tiempo del cuidado de su cabello de su piel y de su cabello. También invitó a sus más de 26 millones de seguidores a practicar el autocuidado para relajarse. 

Mira en la galería de arriba más fotos de Emily Ratajkowski.


Lee también: Sofía Vergara presume bikini con ‘throwback’ en Instagram 


 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Emily Ratajkowski (@emrata) el 23 de Jun de 2020 a las 6:32 PDT




 

p  
",
